sheet,section,variable_name,label,field_type,values,value_label,instrument,search_text_original,domain_primary,domain_secondary,keywords_en,keywords_nl,instrument_aliases_en,instrument_aliases_nl,search_text
X.Home Visit Package,Huisbezoek - Symptomen: frequentie en ernst,dsqpem_mental_home,Ervaart u een verslechtering van uw vermoeidheid/energie gerelateerde aandoening na het verrichten van minimale mentale inspanning?,radio,"0,
1","Nee,
Ja",DSQ-SF,"X.Home Visit Package | Huisbezoek - Symptomen: frequentie en ernst | DSQ-SF | dsqpem_mental_home | Ervaart u een verslechtering van uw vermoeidheid/energie gerelateerde aandoening na het verrichten van minimale mentale inspanning? | radio | 0,
1 | Nee,
Ja",symptoms_general,,symptoms; frequency; severity; fatigue; energy; home visit; symptom burden; DePaul Symptom Questionnaire; post-exertional malaise; symptomen; dsq-sf,symptomen; frequentie; ernst; vermoeidheid; energie; huisbezoek; klachtenlast; DePaul Symptoomvragenlijst; postexertionele malaise; ervaart; verslechtering; gerelateerde; aandoening; verrichten; minimale; mentale; inspanning,DSQ-SF; DePaul Symptom Questionnaire; symptoms; fatigue; post-exertional malaise,DSQ-SF; DePaul Symptoomvragenlijst; symptomen; vermoeidheid; postexertionele malaise,X.Home Visit Package | Huisbezoek - Symptomen: frequentie en ernst | dsqpem_mental_home | Ervaart u een verslechtering van uw vermoeidheid/energie gerelateerde aandoening na het verrichten van minimale mentale inspanning? | DSQ-SF | symptoms_general | symptoms; frequency; severity; fatigue; energy; home visit; symptom burden; DePaul Symptom Questionnaire; post-exertional malaise; symptomen; dsq-sf | symptomen; frequentie; ernst; vermoeidheid; energie; huisbezoek; klachtenlast; DePaul Symptoomvragenlijst; postexertionele malaise; ervaart; verslechtering; gerelateerde; aandoening; verrichten; minimale; mentale; inspanning | DSQ-SF; DePaul Symptom Questionnaire; symptoms; fatigue; post-exertional malaise | DSQ-SF; DePaul Symptoomvragenlijst; symptomen; vermoeidheid; postexertionele malaise
X.Home Visit Package,Huisbezoek - Symptomen: frequentie en ernst,dsqpem_durationafterfatigue_home,"Als u zich slechter voelt na activiteiten, hoelang duurt dit?",radio,"1,
2,
3,
4,
5,
6","Minder of gelijk aan 1 uur,
2 tot 3 uur,
4 tot 10 uur,
11 tot 13 uur,
14 tot 23 uur,
Meer of gelijk aan 24 uur",DSQ-SF,"X.Home Visit Package | Huisbezoek - Symptomen: frequentie en ernst | DSQ-SF | dsqpem_durationafterfatigue_home | Als u zich slechter voelt na activiteiten, hoelang duurt dit? | radio | 1,
2,
3,
4,
5,
6 | Minder of gelijk aan 1 uur,
2 tot 3 uur,
4 tot 10 uur,
11 tot 13 uur,
14 tot 23 uur,
Meer of gelijk aan 24 uur",symptoms_general,,symptoms; frequency; severity; home visit; symptom burden; DePaul Symptom Questionnaire; fatigue; post-exertional malaise; symptomen; dsq-sf,symptomen; frequentie; ernst; huisbezoek; klachtenlast; DePaul Symptoomvragenlijst; vermoeidheid; postexertionele malaise; zich; slechter; voelt; activiteiten; hoelang; duurt,DSQ-SF; DePaul Symptom Questionnaire; symptoms; fatigue; post-exertional malaise,DSQ-SF; DePaul Symptoomvragenlijst; symptomen; vermoeidheid; postexertionele malaise,"X.Home Visit Package | Huisbezoek - Symptomen: frequentie en ernst | dsqpem_durationafterfatigue_home | Als u zich slechter voelt na activiteiten, hoelang duurt dit? | DSQ-SF | symptoms_general | symptoms; frequency; severity; home visit; symptom burden; DePaul Symptom Questionnaire; fatigue; post-exertional malaise; symptomen; dsq-sf | symptomen; frequentie; ernst; huisbezoek; klachtenlast; DePaul Symptoomvragenlijst; vermoeidheid; postexertionele malaise; zich; slechter; voelt; activiteiten; hoelang; duurt | DSQ-SF; DePaul Symptom Questionnaire; symptoms; fatigue; post-exertional malaise | DSQ-SF; DePaul Symptoomvragenlijst; symptomen; vermoeidheid; postexertionele malaise"
X.Home Visit Package,Huisbezoek - Symptomen: frequentie en ernst,dsqpem_sport_home,"Als u niet sport, is dat omdat lichaamsbeweging uw symptomen verergert?",radio,"0,
1","Nee,
Ja",DSQ-SF,"X.Home Visit Package | Huisbezoek - Symptomen: frequentie en ernst | DSQ-SF | dsqpem_sport_home | Als u niet sport, is dat omdat lichaamsbeweging uw symptomen verergert? | radio | 0,
1 | Nee,
Ja",symptoms_general,,symptoms; frequency; severity; home visit; symptom burden; DePaul Symptom Questionnaire; fatigue; post-exertional malaise; symptomen; dsq-sf,symptomen; frequentie; ernst; huisbezoek; klachtenlast; DePaul Symptoomvragenlijst; vermoeidheid; postexertionele malaise; sport; lichaamsbeweging; verergert,DSQ-SF; DePaul Symptom Questionnaire; symptoms; fatigue; post-exertional malaise,DSQ-SF; DePaul Symptoomvragenlijst; symptomen; vermoeidheid; postexertionele malaise,"X.Home Visit Package | Huisbezoek - Symptomen: frequentie en ernst | dsqpem_sport_home | Als u niet sport, is dat omdat lichaamsbeweging uw symptomen verergert? | DSQ-SF | symptoms_general | symptoms; frequency; severity; home visit; symptom burden; DePaul Symptom Questionnaire; fatigue; post-exertional malaise; symptomen; dsq-sf | symptomen; frequentie; ernst; huisbezoek; klachtenlast; DePaul Symptoomvragenlijst; vermoeidheid; postexertionele malaise; sport; lichaamsbeweging; verergert | DSQ-SF; DePaul Symptom Questionnaire; symptoms; fatigue; post-exertional malaise | DSQ-SF; DePaul Symptoomvragenlijst; symptomen; vermoeidheid; postexertionele malaise"
X.Home Visit Package,Huisbezoek - painDETECT,pd_current_pain_home,Hoe zou u uw pijn op dit moment beoordelen?,slider,,,,X.Home Visit Package | Huisbezoek - painDETECT |  | pd_current_pain_home | Hoe zou u uw pijn op dit moment beoordelen? | slider |  | ,pain,,pain; home visit; pain severity; pain interference; headache; muscle pain; pain detect; paindetect,pijn; huisbezoek; pijn ernst; pijn interferentie; hoofdpijn; spierpijn; pijndetectie; moment; beoordelen,nan,nan,X.Home Visit Package | Huisbezoek - painDETECT | pd_current_pain_home | Hoe zou u uw pijn op dit moment beoordelen? | nan | pain | pain; home visit; pain severity; pain interference; headache; muscle pain; pain detect; paindetect | pijn; huisbezoek; pijn ernst; pijn interferentie; hoofdpijn; spierpijn; pijndetectie; moment; beoordelen
X.Home Visit Package,Huisbezoek - painDETECT,pd_worst_pain_home,Hoe hevig was de hevigste pijn in de afgelopen 4 weken?,slider,,,,X.Home Visit Package | Huisbezoek - painDETECT |  | pd_worst_pain_home | Hoe hevig was de hevigste pijn in de afgelopen 4 weken? | slider |  | ,pain,,pain; home visit; pain severity; pain interference; headache; muscle pain; pain detect; paindetect,pijn; huisbezoek; pijn ernst; pijn interferentie; hoofdpijn; spierpijn; pijndetectie; hevig; hevigste; afgelopen,nan,nan,X.Home Visit Package | Huisbezoek - painDETECT | pd_worst_pain_home | Hoe hevig was de hevigste pijn in de afgelopen 4 weken? | nan | pain | pain; home visit; pain severity; pain interference; headache; muscle pain; pain detect; paindetect | pijn; huisbezoek; pijn ernst; pijn interferentie; hoofdpijn; spierpijn; pijndetectie; hevig; hevigste; afgelopen
X.Home Visit Package,Huisbezoek - painDETECT,pd_average_pain_home,Hoe hevig was de pijn gemiddeld in de afgelopen 4 weken?,slider,,,,X.Home Visit Package | Huisbezoek - painDETECT |  | pd_average_pain_home | Hoe hevig was de pijn gemiddeld in de afgelopen 4 weken? | slider |  | ,pain,,pain; home visit; pain severity; pain interference; headache; muscle pain; pain detect; paindetect,pijn; huisbezoek; pijn ernst; pijn interferentie; hoofdpijn; spierpijn; pijndetectie; hevig; gemiddeld; afgelopen,nan,nan,X.Home Visit Package | Huisbezoek - painDETECT | pd_average_pain_home | Hoe hevig was de pijn gemiddeld in de afgelopen 4 weken? | nan | pain | pain; home visit; pain severity; pain interference; headache; muscle pain; pain detect; paindetect | pijn; huisbezoek; pijn ernst; pijn interferentie; hoofdpijn; spierpijn; pijndetectie; hevig; gemiddeld; afgelopen
X.Home Visit Package,Huisbezoek - painDETECT,pd_pain_graph_home,Welke van de volgende 4 opties geeft uw pijn het beste weer?,radio,"0,
1,
2,
3","Aanhoudende pijn met lichte schommelingen,
Aanhoudende pijn met pijnaanvallen,
Pijnaanvallen, daartussen pijnvrij,
Pijnaanvallen, daartussen pijn",,"X.Home Visit Package | Huisbezoek - painDETECT |  | pd_pain_graph_home | Welke van de volgende 4 opties geeft uw pijn het beste weer? | radio | 0,
1,
2,
3 | Aanhoudende pijn met lichte schommelingen,
Aanhoudende pijn met pijnaanvallen,
Pijnaanvallen, daartussen pijnvrij,
Pijnaanvallen, daartussen pijn",pain,,pain; home visit; pain severity; pain interference; headache; muscle pain; pain detect; paindetect,pijn; huisbezoek; pijn ernst; pijn interferentie; hoofdpijn; spierpijn; pijndetectie; volgende; opties; geeft; beste; weer,nan,nan,X.Home Visit Package | Huisbezoek - painDETECT | pd_pain_graph_home | Welke van de volgende 4 opties geeft uw pijn het beste weer? | nan | pain | pain; home visit; pain severity; pain interference; headache; muscle pain; pain detect; paindetect | pijn; huisbezoek; pijn ernst; pijn interferentie; hoofdpijn; spierpijn; pijndetectie; volgende; opties; geeft; beste; weer
X.Home Visit Package,Huisbezoek - painDETECT,pd_burning_home,Hebt u in de aangegeven gebieden last van een branderig gevoel (bijvoorbeeld als van brandnetels)?,radio,"0,
1,
2,
3,
4,
5","nooit,
nauwelijks,
weinig,
matig,
hevig,
zeer hevig",,"X.Home Visit Package | Huisbezoek - painDETECT |  | pd_burning_home | Hebt u in de aangegeven gebieden last van een branderig gevoel (bijvoorbeeld als van brandnetels)? | radio | 0,
1,
2,
3,
4,
5 | nooit,
nauwelijks,
weinig,
matig,
hevig,
zeer hevig",pain,,home visit; pain; pain severity; pain interference; headache; muscle pain; pain detect; paindetect,huisbezoek; pijn; pijn ernst; pijn interferentie; hoofdpijn; spierpijn; pijndetectie; hebt; aangegeven; gebieden; last; branderig; gevoel; bijvoorbeeld; brandnetels,nan,nan,X.Home Visit Package | Huisbezoek - painDETECT | pd_burning_home | Hebt u in de aangegeven gebieden last van een branderig gevoel (bijvoorbeeld als van brandnetels)? | nan | pain | home visit; pain; pain severity; pain interference; headache; muscle pain; pain detect; paindetect | huisbezoek; pijn; pijn ernst; pijn interferentie; hoofdpijn; spierpijn; pijndetectie; hebt; aangegeven; gebieden; last; branderig; gevoel; bijvoorbeeld; brandnetels
X.Home Visit Package,Huisbezoek - painDETECT,pd_tingling_home,"Hebt u in het gebied van uw pijn een kriebelend of prikkelend gevoel (zoals mieren, zwakke stroom)?",radio,"0,
1,
2,
3,
4,
5","nooit,
nauwelijks,
weinig,
matig,
hevig,
zeer hevig",,"X.Home Visit Package | Huisbezoek - painDETECT |  | pd_tingling_home | Hebt u in het gebied van uw pijn een kriebelend of prikkelend gevoel (zoals mieren, zwakke stroom)? | radio | 0,
1,
2,
3,
4,
5 | nooit,
nauwelijks,
weinig,
matig,
hevig,
zeer hevig",pain,,pain; home visit; pain severity; pain interference; headache; muscle pain; pain detect; paindetect,pijn; huisbezoek; pijn ernst; pijn interferentie; hoofdpijn; spierpijn; pijndetectie; hebt; gebied; kriebelend; prikkelend; gevoel; zoals; mieren; zwakke; stroom,nan,nan,"X.Home Visit Package | Huisbezoek - painDETECT | pd_tingling_home | Hebt u in het gebied van uw pijn een kriebelend of prikkelend gevoel (zoals mieren, zwakke stroom)? | nan | pain | pain; home visit; pain severity; pain interference; headache; muscle pain; pain detect; paindetect | pijn; huisbezoek; pijn ernst; pijn interferentie; hoofdpijn; spierpijn; pijndetectie; hebt; gebied; kriebelend; prikkelend; gevoel; zoals; mieren; zwakke; stroom"
X.Home Visit Package,Huisbezoek - painDETECT,pd_light_touch_home,"Is een lichte aanraking (kleding, beddengoed) in dit gebied pijnlijk?",radio,"0,
1,
2,
3,
4,
5","nooit,
nauwelijks,
weinig,
matig,
hevig,
zeer hevig",,"X.Home Visit Package | Huisbezoek - painDETECT |  | pd_light_touch_home | Is een lichte aanraking (kleding, beddengoed) in dit gebied pijnlijk? | radio | 0,
1,
2,
3,
4,
5 | nooit,
nauwelijks,
weinig,
matig,
hevig,
zeer hevig",pain,,home visit; pain; pain severity; pain interference; headache; muscle pain; pain detect; paindetect,huisbezoek; pijn; pijn ernst; pijn interferentie; hoofdpijn; spierpijn; pijndetectie; lichte; aanraking; kleding; beddengoed; gebied; pijnlijk,nan,nan,"X.Home Visit Package | Huisbezoek - painDETECT | pd_light_touch_home | Is een lichte aanraking (kleding, beddengoed) in dit gebied pijnlijk? | nan | pain | home visit; pain; pain severity; pain interference; headache; muscle pain; pain detect; paindetect | huisbezoek; pijn; pijn ernst; pijn interferentie; hoofdpijn; spierpijn; pijndetectie; lichte; aanraking; kleding; beddengoed; gebied; pijnlijk"
X.Home Visit Package,Huisbezoek - painDETECT,pd_shooting_pain_home,"Hebt u in het gebied van uw pijn schietende pijnaanvallen, als elektrische scheuten?",radio,"0,
1,
2,
3,
4,
5","nooit,
nauwelijks,
weinig,
matig,
hevig,
zeer hevig",,"X.Home Visit Package | Huisbezoek - painDETECT |  | pd_shooting_pain_home | Hebt u in het gebied van uw pijn schietende pijnaanvallen, als elektrische scheuten? | radio | 0,
1,
2,
3,
4,
5 | nooit,
nauwelijks,
weinig,
matig,
hevig,
zeer hevig",pain,,pain; home visit; pain severity; pain interference; headache; muscle pain; pain detect; paindetect,pijn; huisbezoek; pijn ernst; pijn interferentie; hoofdpijn; spierpijn; pijndetectie; hebt; gebied; schietende; pijnaanvallen; elektrische; scheuten,nan,nan,"X.Home Visit Package | Huisbezoek - painDETECT | pd_shooting_pain_home | Hebt u in het gebied van uw pijn schietende pijnaanvallen, als elektrische scheuten? | nan | pain | pain; home visit; pain severity; pain interference; headache; muscle pain; pain detect; paindetect | pijn; huisbezoek; pijn ernst; pijn interferentie; hoofdpijn; spierpijn; pijndetectie; hebt; gebied; schietende; pijnaanvallen; elektrische; scheuten"
X.Home Visit Package,Huisbezoek - painDETECT,pd_hotcold_home,Is kou of warmte (badwater) in dit gebied wel eens pijnlijk?,radio,"0,
1,
2,
3,
4,
5","nooit,
nauwelijks,
weinig,
matig,
hevig,
zeer hevig",,"X.Home Visit Package | Huisbezoek - painDETECT |  | pd_hotcold_home | Is kou of warmte (badwater) in dit gebied wel eens pijnlijk? | radio | 0,
1,
2,
3,
4,
5 | nooit,
nauwelijks,
weinig,
matig,
hevig,
zeer hevig",pain,,home visit; pain; pain severity; pain interference; headache; muscle pain; pain detect; paindetect,huisbezoek; pijn; pijn ernst; pijn interferentie; hoofdpijn; spierpijn; pijndetectie; warmte; badwater; gebied; eens; pijnlijk,nan,nan,X.Home Visit Package | Huisbezoek - painDETECT | pd_hotcold_home | Is kou of warmte (badwater) in dit gebied wel eens pijnlijk? | nan | pain | home visit; pain; pain severity; pain interference; headache; muscle pain; pain detect; paindetect | huisbezoek; pijn; pijn ernst; pijn interferentie; hoofdpijn; spierpijn; pijndetectie; warmte; badwater; gebied; eens; pijnlijk
X.Home Visit Package,Huisbezoek - painDETECT,pd_numb_home,Hebt u in de door u aangegeven gebieden last van een doof gevoel?,radio,"0,
1,
2,
3,
4,
5","nooit,
nauwelijks,
weinig,
matig,
hevig,
zeer hevig",,"X.Home Visit Package | Huisbezoek - painDETECT |  | pd_numb_home | Hebt u in de door u aangegeven gebieden last van een doof gevoel? | radio | 0,
1,
2,
3,
4,
5 | nooit,
nauwelijks,
weinig,
matig,
hevig,
zeer hevig",pain,,home visit; pain; pain severity; pain interference; headache; muscle pain; pain detect; paindetect,huisbezoek; pijn; pijn ernst; pijn interferentie; hoofdpijn; spierpijn; pijndetectie; hebt; door; aangegeven; gebieden; last; doof; gevoel,nan,nan,X.Home Visit Package | Huisbezoek - painDETECT | pd_numb_home | Hebt u in de door u aangegeven gebieden last van een doof gevoel? | nan | pain | home visit; pain; pain severity; pain interference; headache; muscle pain; pain detect; paindetect | huisbezoek; pijn; pijn ernst; pijn interferentie; hoofdpijn; spierpijn; pijndetectie; hebt; door; aangegeven; gebieden; last; doof; gevoel
X.Home Visit Package,Huisbezoek - painDETECT,pd_light_pressure_home,"Wekt een lichte druk, bijvoorbeeld met de vinger, in dit gebied pijn op?",radio,"0,
1,
2,
3,
4,
5","nooit,
nauwelijks,
weinig,
matig,
hevig,
zeer hevig",,"X.Home Visit Package | Huisbezoek - painDETECT |  | pd_light_pressure_home | Wekt een lichte druk, bijvoorbeeld met de vinger, in dit gebied pijn op? | radio | 0,
1,
2,
3,
4,
5 | nooit,
nauwelijks,
weinig,
matig,
hevig,
zeer hevig",pain,sleep,pain; home visit; pain severity; pain interference; headache; muscle pain; pain detect; sleep; sleep quality; sleepiness; insomnia; sleep duration; epworth; paindetect,pijn; huisbezoek; pijn ernst; pijn interferentie; hoofdpijn; spierpijn; pijndetectie; slaap; slaapkwaliteit; slaperigheid; insomnie; slaapduur; epworth; wekt; lichte; druk; bijvoorbeeld; vinger; gebied,nan,nan,"X.Home Visit Package | Huisbezoek - painDETECT | pd_light_pressure_home | Wekt een lichte druk, bijvoorbeeld met de vinger, in dit gebied pijn op? | nan | pain | sleep | pain; home visit; pain severity; pain interference; headache; muscle pain; pain detect; sleep; sleep quality; sleepiness; insomnia; sleep duration; epworth; paindetect | pijn; huisbezoek; pijn ernst; pijn interferentie; hoofdpijn; spierpijn; pijndetectie; slaap; slaapkwaliteit; slaperigheid; insomnie; slaapduur; epworth; wekt; lichte; druk; bijvoorbeeld; vinger; gebied"
X.Home Visit Package,Huisbezoek: Patient Health Questionnaire,phq_interested_in_home,Hoe vaak heeft u in de afgelopen 2 weken last gehad van één of meer van de volgende problemen?   Weinig interesse of plezier in activiteiten,radio,"0,
1,
2,
3","Helemaal niet,
Meerdere dagen,
Meer dan de helft van de dagen,
Bijna elke dag",,"X.Home Visit Package | Huisbezoek: Patient Health Questionnaire |  | phq_interested_in_home | Hoe vaak heeft u in de afgelopen 2 weken last gehad van één of meer van de volgende problemen?   Weinig interesse of plezier in activiteiten | radio | 0,
1,
2,
3 | Helemaal niet,
Meerdere dagen,
Meer dan de helft van de dagen,
Bijna elke dag",mental_health,,home visit; mental health; depression; mood; anxiety; interest; feeling down; PHQ; health,huisbezoek; mentale gezondheid; depressie; stemming; angst; interesseverlies; somber; vaak; heeft; afgelopen; last; gehad; volgende; problemen; weinig; interesse; plezier; activiteiten,nan,nan,X.Home Visit Package | Huisbezoek: Patient Health Questionnaire | phq_interested_in_home | Hoe vaak heeft u in de afgelopen 2 weken last gehad van één of meer van de volgende problemen?   Weinig interesse of plezier in activiteiten | nan | mental_health | home visit; mental health; depression; mood; anxiety; interest; feeling down; PHQ; health | huisbezoek; mentale gezondheid; depressie; stemming; angst; interesseverlies; somber; vaak; heeft; afgelopen; last; gehad; volgende; problemen; weinig; interesse; plezier; activiteiten
X.Home Visit Package,Huisbezoek: Patient Health Questionnaire,phq_depressed_home,"Hoe vaak heeft u in de afgelopen 2 weken last gehad van één of meer van de volgende problemen?  Zich neerslachtig, depressief of hopeloos voelen",radio,"0,
1,
2,
3","Helemaal niet,
Meerdere dagen,
Meer dan de helft van de dagen,
Bijna elke dag",,"X.Home Visit Package | Huisbezoek: Patient Health Questionnaire |  | phq_depressed_home | Hoe vaak heeft u in de afgelopen 2 weken last gehad van één of meer van de volgende problemen?  Zich neerslachtig, depressief of hopeloos voelen | radio | 0,
1,
2,
3 | Helemaal niet,
Meerdere dagen,
Meer dan de helft van de dagen,
Bijna elke dag",mental_health,,home visit; mental health; depression; mood; anxiety; interest; feeling down; sleepiness; Epworth; PHQ; health,huisbezoek; mentale gezondheid; depressie; stemming; angst; interesseverlies; somber; vaak; heeft; afgelopen; last; gehad; volgende; problemen; zich; neerslachtig; depressief; hopeloos; voelen,nan,nan,"X.Home Visit Package | Huisbezoek: Patient Health Questionnaire | phq_depressed_home | Hoe vaak heeft u in de afgelopen 2 weken last gehad van één of meer van de volgende problemen?  Zich neerslachtig, depressief of hopeloos voelen | nan | mental_health | home visit; mental health; depression; mood; anxiety; interest; feeling down; sleepiness; Epworth; PHQ; health | huisbezoek; mentale gezondheid; depressie; stemming; angst; interesseverlies; somber; vaak; heeft; afgelopen; last; gehad; volgende; problemen; zich; neerslachtig; depressief; hopeloos; voelen"
X.Home Visit Package,Huisbezoek: Patient Health Questionnaire,phq_sleeping_home,"Hoe vaak heeft u in de afgelopen 2 weken last gehad van één of meer van de volgende problemen?   Moeilijk inslapen, moeilijk doorslapen of te veel slapen",radio,"0,
1,
2,
3","Helemaal niet,
Meerdere dagen,
Meer dan de helft van de dagen,
Bijna elke dag",,"X.Home Visit Package | Huisbezoek: Patient Health Questionnaire |  | phq_sleeping_home | Hoe vaak heeft u in de afgelopen 2 weken last gehad van één of meer van de volgende problemen?   Moeilijk inslapen, moeilijk doorslapen of te veel slapen | radio | 0,
1,
2,
3 | Helemaal niet,
Meerdere dagen,
Meer dan de helft van de dagen,
Bijna elke dag",mental_health,,home visit; mental health; depression; mood; anxiety; interest; feeling down; PHQ; health,huisbezoek; mentale gezondheid; depressie; stemming; angst; interesseverlies; somber; vaak; heeft; afgelopen; last; gehad; volgende; problemen; moeilijk; inslapen; doorslapen; veel; slapen,nan,nan,"X.Home Visit Package | Huisbezoek: Patient Health Questionnaire | phq_sleeping_home | Hoe vaak heeft u in de afgelopen 2 weken last gehad van één of meer van de volgende problemen?   Moeilijk inslapen, moeilijk doorslapen of te veel slapen | nan | mental_health | home visit; mental health; depression; mood; anxiety; interest; feeling down; PHQ; health | huisbezoek; mentale gezondheid; depressie; stemming; angst; interesseverlies; somber; vaak; heeft; afgelopen; last; gehad; volgende; problemen; moeilijk; inslapen; doorslapen; veel; slapen"
X.Home Visit Package,Huisbezoek: Patient Health Questionnaire,phq_tired_home,Hoe vaak heeft u in de afgelopen 2 weken last gehad van één of meer van de volgende problemen?  Zich moe voelen of gebrek aan energie hebben,radio,"0,
1,
2,
3","Helemaal niet,
Meerdere dagen,
Meer dan de helft van de dagen,
Bijna elke dag",,"X.Home Visit Package | Huisbezoek: Patient Health Questionnaire |  | phq_tired_home | Hoe vaak heeft u in de afgelopen 2 weken last gehad van één of meer van de volgende problemen?  Zich moe voelen of gebrek aan energie hebben | radio | 0,
1,
2,
3 | Helemaal niet,
Meerdere dagen,
Meer dan de helft van de dagen,
Bijna elke dag",mental_health,,energy; home visit; mental health; depression; mood; anxiety; interest; feeling down; PHQ; health,energie; huisbezoek; mentale gezondheid; depressie; stemming; angst; interesseverlies; somber; vaak; heeft; afgelopen; last; gehad; volgende; problemen; zich; voelen; gebrek; hebben,nan,nan,X.Home Visit Package | Huisbezoek: Patient Health Questionnaire | phq_tired_home | Hoe vaak heeft u in de afgelopen 2 weken last gehad van één of meer van de volgende problemen?  Zich moe voelen of gebrek aan energie hebben | nan | mental_health | energy; home visit; mental health; depression; mood; anxiety; interest; feeling down; PHQ; health | energie; huisbezoek; mentale gezondheid; depressie; stemming; angst; interesseverlies; somber; vaak; heeft; afgelopen; last; gehad; volgende; problemen; zich; voelen; gebrek; hebben
X.Home Visit Package,Huisbezoek: Patient Health Questionnaire,phq_eating_home,Hoe vaak heeft u in de afgelopen 2 weken last gehad van één of meer van de volgende problemen?  Weinig eetlust of overmatig eten,radio,"0,
1,
2,
3","Helemaal niet,
Meerdere dagen,
Meer dan de helft van de dagen,
Bijna elke dag",,"X.Home Visit Package | Huisbezoek: Patient Health Questionnaire |  | phq_eating_home | Hoe vaak heeft u in de afgelopen 2 weken last gehad van één of meer van de volgende problemen?  Weinig eetlust of overmatig eten | radio | 0,
1,
2,
3 | Helemaal niet,
Meerdere dagen,
Meer dan de helft van de dagen,
Bijna elke dag",mental_health,,home visit; mental health; depression; mood; anxiety; interest; feeling down; PHQ; health,huisbezoek; mentale gezondheid; depressie; stemming; angst; interesseverlies; somber; vaak; heeft; afgelopen; last; gehad; volgende; problemen; weinig; eetlust; overmatig; eten,nan,nan,X.Home Visit Package | Huisbezoek: Patient Health Questionnaire | phq_eating_home | Hoe vaak heeft u in de afgelopen 2 weken last gehad van één of meer van de volgende problemen?  Weinig eetlust of overmatig eten | nan | mental_health | home visit; mental health; depression; mood; anxiety; interest; feeling down; PHQ; health | huisbezoek; mentale gezondheid; depressie; stemming; angst; interesseverlies; somber; vaak; heeft; afgelopen; last; gehad; volgende; problemen; weinig; eetlust; overmatig; eten
X.Home Visit Package,Huisbezoek: Patient Health Questionnaire,phq_selfimage_home,"Hoe vaak heeft u in de afgelopen 2 weken last gehad van één of meer van de volgende problemen?  Een slecht gevoel hebben over uzelf, of het gevoel hebben dat u een mislukkeling bent of het gevoel dat u zichzelf of uw familie teleurgesteld hebt",radio,"0,
1,
2,
3","Helemaal niet,
Meerdere dagen,
Meer dan de helft van de dagen,
Bijna elke dag",,"X.Home Visit Package | Huisbezoek: Patient Health Questionnaire |  | phq_selfimage_home | Hoe vaak heeft u in de afgelopen 2 weken last gehad van één of meer van de volgende problemen?  Een slecht gevoel hebben over uzelf, of het gevoel hebben dat u een mislukkeling bent of het gevoel dat u zichzelf of uw familie teleurgesteld hebt | radio | 0,
1,
2,
3 | Helemaal niet,
Meerdere dagen,
Meer dan de helft van de dagen,
Bijna elke dag",mental_health,,home visit; mental health; depression; mood; anxiety; interest; feeling down; PHQ; health,huisbezoek; mentale gezondheid; depressie; stemming; angst; interesseverlies; somber; vaak; heeft; afgelopen; last; gehad; volgende; problemen; slecht; gevoel; hebben; uzelf; mislukkeling; bent; zichzelf; familie; teleurgesteld; hebt,nan,nan,"X.Home Visit Package | Huisbezoek: Patient Health Questionnaire | phq_selfimage_home | Hoe vaak heeft u in de afgelopen 2 weken last gehad van één of meer van de volgende problemen?  Een slecht gevoel hebben over uzelf, of het gevoel hebben dat u een mislukkeling bent of het gevoel dat u zichzelf of uw familie teleurgesteld hebt | nan | mental_health | home visit; mental health; depression; mood; anxiety; interest; feeling down; PHQ; health | huisbezoek; mentale gezondheid; depressie; stemming; angst; interesseverlies; somber; vaak; heeft; afgelopen; last; gehad; volgende; problemen; slecht; gevoel; hebben; uzelf; mislukkeling; bent; zichzelf; familie; teleurgesteld; hebt"
X.Home Visit Package,Huisbezoek: Patient Health Questionnaire,phq_concentration_home,"Hoe vaak heeft u in de afgelopen 2 weken last gehad van één of meer van de volgende problemen?  Problemen om u te concentreren, bijvoorbeeld om de krant te lezen of om tv te kijken",radio,"0,
1,
2,
3","Helemaal niet,
Meerdere dagen,
Meer dan de helft van de dagen,
Bijna elke dag",,"X.Home Visit Package | Huisbezoek: Patient Health Questionnaire |  | phq_concentration_home | Hoe vaak heeft u in de afgelopen 2 weken last gehad van één of meer van de volgende problemen?  Problemen om u te concentreren, bijvoorbeeld om de krant te lezen of om tv te kijken | radio | 0,
1,
2,
3 | Helemaal niet,
Meerdere dagen,
Meer dan de helft van de dagen,
Bijna elke dag",mental_health,,home visit; mental health; depression; mood; anxiety; interest; feeling down; PHQ; health,huisbezoek; mentale gezondheid; depressie; stemming; angst; interesseverlies; somber; vaak; heeft; afgelopen; last; gehad; volgende; problemen; concentreren; bijvoorbeeld; krant; lezen; kijken,nan,nan,"X.Home Visit Package | Huisbezoek: Patient Health Questionnaire | phq_concentration_home | Hoe vaak heeft u in de afgelopen 2 weken last gehad van één of meer van de volgende problemen?  Problemen om u te concentreren, bijvoorbeeld om de krant te lezen of om tv te kijken | nan | mental_health | home visit; mental health; depression; mood; anxiety; interest; feeling down; PHQ; health | huisbezoek; mentale gezondheid; depressie; stemming; angst; interesseverlies; somber; vaak; heeft; afgelopen; last; gehad; volgende; problemen; concentreren; bijvoorbeeld; krant; lezen; kijken"
