sheet,section,variable_name,label,field_type,values,value_label,instrument,search_text
5.Questionnaires,RAND36 SURVEY,sf36_healthworse,Ik verwacht dat mijn gezondheid achteruit zal gaan,radio,"0,
25,
50,
75,
100","Volkomen juist,
Grotendeels juist,
Weet ik niet,
Grotendeels onjuist,
Volkomen onjuist",,"5.Questionnaires | RAND36 SURVEY |  | sf36_healthworse | Ik verwacht dat mijn gezondheid achteruit zal gaan | radio | 0,
25,
50,
75,
100 | Volkomen juist,
Grotendeels juist,
Weet ik niet,
Grotendeels onjuist,
Volkomen onjuist"
5.Questionnaires,RAND36 SURVEY,sf36_healthexcellent,Mijn gezondheid is uitstekend,radio,"0,
25,
50,
75,
100","Volkomen onjuist,
Grotendeels onjuist,
Weet ik niet,
Grotendeels juist,
Volkomen juist",,"5.Questionnaires | RAND36 SURVEY |  | sf36_healthexcellent | Mijn gezondheid is uitstekend | radio | 0,
25,
50,
75,
100 | Volkomen onjuist,
Grotendeels onjuist,
Weet ik niet,
Grotendeels juist,
Volkomen juist"
5.Questionnaires,ROME IV,romeiv_40,Hoe vaak had u in de afgelopen 3 maanden pijn ergens in uw buik?,radio,"0,
1,
2,
3,
4,
5,
6,
7,
8","Nooit,
Minder dan één dag per maand,
Eén dag per maand,
Twee tot drie dagen per maand,
Eén keer per week,
Twee tot drie dagen per week,
Bijna elke dag (vier tot zes dagen per week),
Elke dag,
Meerder keren per dag of constant",,"5.Questionnaires | ROME IV |  | romeiv_40 | Hoe vaak had u in de afgelopen 3 maanden pijn ergens in uw buik? | radio | 0,
1,
2,
3,
4,
5,
6,
7,
8 | Nooit,
Minder dan één dag per maand,
Eén dag per maand,
Twee tot drie dagen per maand,
Eén keer per week,
Twee tot drie dagen per week,
Bijna elke dag (vier tot zes dagen per week),
Elke dag,
Meerder keren per dag of constant"
5.Questionnaires,ROME IV,romeiv_41,"Hoe vaak kwam deze pijn in uw buik voor rond het moment van ontlasting - net ervoor, tijdens of kort erna? (Percentage van het totaal aantal keren met pijn)",radio,"0,
1,
2,
3,
4,
5,
6,
7,
8,
9,
10","0% Nooit,
10%,
20%,
30%,
40%,
50%,
60%,
70%,
80%,
90%,
100% Altijd",,"5.Questionnaires | ROME IV |  | romeiv_41 | Hoe vaak kwam deze pijn in uw buik voor rond het moment van ontlasting - net ervoor, tijdens of kort erna? (Percentage van het totaal aantal keren met pijn) | radio | 0,
1,
2,
3,
4,
5,
6,
7,
8,
9,
10 | 0% Nooit,
10%,
20%,
30%,
40%,
50%,
60%,
70%,
80%,
90%,
100% Altijd"
5.Questionnaires,ROME IV,romeiv_42,Hoe vaak was uw ontlasting zachter of harder dan normaal wanneer u deze pijn had? (Percentage van het totaal aantal keren met pijn),radio,"0,
1,
2,
3,
4,
5,
6,
7,
8,
9,
10","0% Nooit,
10%,
20%,
30%,
40%,
50%,
60%,
70%,
80%,
90%,
100% Altijd",,"5.Questionnaires | ROME IV |  | romeiv_42 | Hoe vaak was uw ontlasting zachter of harder dan normaal wanneer u deze pijn had? (Percentage van het totaal aantal keren met pijn) | radio | 0,
1,
2,
3,
4,
5,
6,
7,
8,
9,
10 | 0% Nooit,
10%,
20%,
30%,
40%,
50%,
60%,
70%,
80%,
90%,
100% Altijd"
5.Questionnaires,ROME IV,romeiv_43,Hoe vaak had u ofwel vaker dan normaal ofwel minder vaak ontlasting dan normaal wanneer u deze pijn had? (Percentage van het totaal aantal keren met pijn),radio,"0,
1,
2,
3,
4,
5,
6,
7,
8,
9,
10","0% Nooit,
10%,
20%,
30%,
40%,
50%,
60%,
70%,
80%,
90%,
100% Altijd",,"5.Questionnaires | ROME IV |  | romeiv_43 | Hoe vaak had u ofwel vaker dan normaal ofwel minder vaak ontlasting dan normaal wanneer u deze pijn had? (Percentage van het totaal aantal keren met pijn) | radio | 0,
1,
2,
3,
4,
5,
6,
7,
8,
9,
10 | 0% Nooit,
10%,
20%,
30%,
40%,
50%,
60%,
70%,
80%,
90%,
100% Altijd"
5.Questionnaires,ROME IV,romeiv_48,Is het 6 maanden of langer geleden dat u deze pijn begon te hebben?,radio,"0,
1","Nee,
Ja",,"5.Questionnaires | ROME IV |  | romeiv_48 | Is het 6 maanden of langer geleden dat u deze pijn begon te hebben? | radio | 0,
1 | Nee,
Ja"
5.Questionnaires,ROME IV,romeiv_64,"Wanneer u in de afgelopen 3 maanden abnormale ontlasting had, hoe zag het er dan meestal uit?",radio,"1,
2,
3,
4","Meestal constipatie (zoals Type 1 of 2 in de afbeelding),
Meestal diarree (zoals Type 6 of 7),
Zowel diarree als constipatie, dat wil zeggen: meer dan 1/4 van alle abnormale ontlasting was constipatie en meer dan 1/4 was diarree,
Niet van toepassing, omdat ik zelden of nooit abnormale ontlasting had",,"5.Questionnaires | ROME IV |  | romeiv_64 | Wanneer u in de afgelopen 3 maanden abnormale ontlasting had, hoe zag het er dan meestal uit? | radio | 1,
2,
3,
4 | Meestal constipatie (zoals Type 1 of 2 in de afbeelding),
Meestal diarree (zoals Type 6 of 7),
Zowel diarree als constipatie, dat wil zeggen: meer dan 1/4 van alle abnormale ontlasting was constipatie en meer dan 1/4 was diarree,
Niet van toepassing, omdat ik zelden of nooit abnormale ontlasting had"
5.Questionnaires,Slaperigheidstest (Epworth Sleepiness Scale = ESS),ess_sitread,Wanneer ik zit te lezen,slider,,,,5.Questionnaires | Slaperigheidstest (Epworth Sleepiness Scale = ESS) |  | ess_sitread | Wanneer ik zit te lezen | slider |  | 
5.Questionnaires,Slaperigheidstest (Epworth Sleepiness Scale = ESS),ess_tv,Wanneer ik tv kijk,slider,,,,5.Questionnaires | Slaperigheidstest (Epworth Sleepiness Scale = ESS) |  | ess_tv | Wanneer ik tv kijk | slider |  | 
5.Questionnaires,Slaperigheidstest (Epworth Sleepiness Scale = ESS),ess_sitinactive,"Wanneer ik in een openbare gelegenheid ben (vergadering, theater)",slider,,,,"5.Questionnaires | Slaperigheidstest (Epworth Sleepiness Scale = ESS) |  | ess_sitinactive | Wanneer ik in een openbare gelegenheid ben (vergadering, theater) | slider |  | "
5.Questionnaires,Slaperigheidstest (Epworth Sleepiness Scale = ESS),ess_passenger,Wanneer ik een uur lang zonder onderbreking als passagier in een auto zit,slider,,,,5.Questionnaires | Slaperigheidstest (Epworth Sleepiness Scale = ESS) |  | ess_passenger | Wanneer ik een uur lang zonder onderbreking als passagier in een auto zit | slider |  | 
5.Questionnaires,Slaperigheidstest (Epworth Sleepiness Scale = ESS),ess_lyingdown,Wanneer ik ’s middags even ga liggen rusten als de omstandigheden het toelaten,slider,,,,5.Questionnaires | Slaperigheidstest (Epworth Sleepiness Scale = ESS) |  | ess_lyingdown | Wanneer ik ’s middags even ga liggen rusten als de omstandigheden het toelaten | slider |  | 
5.Questionnaires,Slaperigheidstest (Epworth Sleepiness Scale = ESS),ess_sittalk,Wanneer ik met iemand zit te praten,slider,,,,5.Questionnaires | Slaperigheidstest (Epworth Sleepiness Scale = ESS) |  | ess_sittalk | Wanneer ik met iemand zit te praten | slider |  | 
5.Questionnaires,Slaperigheidstest (Epworth Sleepiness Scale = ESS),ess_withoutalcohol,Wanneer ik rustig zit na een lunch zonder alcohol,slider,,,,5.Questionnaires | Slaperigheidstest (Epworth Sleepiness Scale = ESS) |  | ess_withoutalcohol | Wanneer ik rustig zit na een lunch zonder alcohol | slider |  | 
5.Questionnaires,Slaperigheidstest (Epworth Sleepiness Scale = ESS),ess_incar,Wanneer ik in de auto zit terwijl ik enkele minuten stil sta in het verkeer,slider,,,,5.Questionnaires | Slaperigheidstest (Epworth Sleepiness Scale = ESS) |  | ess_incar | Wanneer ik in de auto zit terwijl ik enkele minuten stil sta in het verkeer | slider |  | 
5.Questionnaires,painDETECT,pd_current_pain,Hoe zou u uw pijn op dit moment beoordelen?,slider,,,,5.Questionnaires | painDETECT |  | pd_current_pain | Hoe zou u uw pijn op dit moment beoordelen? | slider |  | 
5.Questionnaires,painDETECT,pd_worst_pain,Hoe hevig was de hevigste pijn in de afgelopen 4 weken?,slider,,,,5.Questionnaires | painDETECT |  | pd_worst_pain | Hoe hevig was de hevigste pijn in de afgelopen 4 weken? | slider |  | 
5.Questionnaires,painDETECT,pd_average_pain,Hoe hevig was de pijn gemiddeld in de afgelopen 4 weken?,slider,,,,5.Questionnaires | painDETECT |  | pd_average_pain | Hoe hevig was de pijn gemiddeld in de afgelopen 4 weken? | slider |  | 
5.Questionnaires,painDETECT,pd_pain_graph,Welke van de volgende 4 opties geeft uw pijn het beste weer?,radio,"0,
1,
2,
3","Aanhoudende pijn met lichte schommelingen,
Aanhoudende pijn met pijnaanvallen,
Pijnaanvallen, daartussen pijnvrij,
Pijnaanvallen, daartussen pijn",,"5.Questionnaires | painDETECT |  | pd_pain_graph | Welke van de volgende 4 opties geeft uw pijn het beste weer? | radio | 0,
1,
2,
3 | Aanhoudende pijn met lichte schommelingen,
Aanhoudende pijn met pijnaanvallen,
Pijnaanvallen, daartussen pijnvrij,
Pijnaanvallen, daartussen pijn"
5.Questionnaires,painDETECT,pd_burning,Hebt u in de aangegeven gebieden last van een branderig gevoel (bijvoorbeeld als van brandnetels)?,radio,"0,
1,
2,
3,
4,
5","nooit,
nauwelijks,
weinig,
matig,
hevig,
zeer hevig",,"5.Questionnaires | painDETECT |  | pd_burning | Hebt u in de aangegeven gebieden last van een branderig gevoel (bijvoorbeeld als van brandnetels)? | radio | 0,
1,
2,
3,
4,
5 | nooit,
nauwelijks,
weinig,
matig,
hevig,
zeer hevig"
5.Questionnaires,painDETECT,pd_tingling,"Hebt u in het gebied van uw pijn een kriebelend of prikkelend gevoel (zoals mieren, zwakke stroom)?",radio,"0,
1,
2,
3,
4,
5","nooit,
nauwelijks,
weinig,
matig,
hevig,
zeer hevig",,"5.Questionnaires | painDETECT |  | pd_tingling | Hebt u in het gebied van uw pijn een kriebelend of prikkelend gevoel (zoals mieren, zwakke stroom)? | radio | 0,
1,
2,
3,
4,
5 | nooit,
nauwelijks,
weinig,
matig,
hevig,
zeer hevig"
5.Questionnaires,painDETECT,pd_light_touch,"Is een lichte aanraking (kleding, beddengoed) in dit gebied pijnlijk?",radio,"0,
1,
2,
3,
4,
5","nooit,
nauwelijks,
weinig,
matig,
hevig,
zeer hevig",,"5.Questionnaires | painDETECT |  | pd_light_touch | Is een lichte aanraking (kleding, beddengoed) in dit gebied pijnlijk? | radio | 0,
1,
2,
3,
4,
5 | nooit,
nauwelijks,
weinig,
matig,
hevig,
zeer hevig"
5.Questionnaires,painDETECT,pd_shooting_pain,"Hebt u in het gebied van uw pijn schietende pijnaanvallen, als elektrische scheuten?",radio,"0,
1,
2,
3,
4,
5","nooit,
nauwelijks,
weinig,
matig,
hevig,
zeer hevig",,"5.Questionnaires | painDETECT |  | pd_shooting_pain | Hebt u in het gebied van uw pijn schietende pijnaanvallen, als elektrische scheuten? | radio | 0,
1,
2,
3,
4,
5 | nooit,
nauwelijks,
weinig,
matig,
hevig,
zeer hevig"
5.Questionnaires,painDETECT,pd_hotcold,Is kou of warmte (badwater) in dit gebied wel eens pijnlijk?,radio,"0,
1,
2,
3,
4,
5","nooit,
nauwelijks,
weinig,
matig,
hevig,
zeer hevig",,"5.Questionnaires | painDETECT |  | pd_hotcold | Is kou of warmte (badwater) in dit gebied wel eens pijnlijk? | radio | 0,
1,
2,
3,
4,
5 | nooit,
nauwelijks,
weinig,
matig,
hevig,
zeer hevig"
5.Questionnaires,painDETECT,pd_numb,Hebt u in de door u aangegeven gebieden last van een doof gevoel?,radio,"0,
1,
2,
3,
4,
5","nooit,
nauwelijks,
weinig,
matig,
hevig,
zeer hevig",,"5.Questionnaires | painDETECT |  | pd_numb | Hebt u in de door u aangegeven gebieden last van een doof gevoel? | radio | 0,
1,
2,
3,
4,
5 | nooit,
nauwelijks,
weinig,
matig,
hevig,
zeer hevig"
5.Questionnaires,painDETECT,pd_light_pressure,"Wekt een lichte druk, bijvoorbeeld met de vinger, in dit gebied pijn op?",radio,"0,
1,
2,
3,
4,
5","nooit,
nauwelijks,
weinig,
matig,
hevig,
zeer hevig",,"5.Questionnaires | painDETECT |  | pd_light_pressure | Wekt een lichte druk, bijvoorbeeld met de vinger, in dit gebied pijn op? | radio | 0,
1,
2,
3,
4,
5 | nooit,
nauwelijks,
weinig,
matig,
hevig,
zeer hevig"
6.End of Study,Einde Studie,EOS_COMPLETED_YN,"Geef aan of de patiënt de volledige studie heeft doorlopen zoals gespecificeerd in het protocol, of de studie vroegtijdig heeft beëindigd:",radio,"1,
2","Volledig doorlopen,
Vroegtijdig beëindigd",,"6.End of Study | Einde Studie |  | EOS_COMPLETED_YN | Geef aan of de patiënt de volledige studie heeft doorlopen zoals gespecificeerd in het protocol, of de studie vroegtijdig heeft beëindigd: | radio | 1,
2 | Volledig doorlopen,
Vroegtijdig beëindigd"
6.End of Study,Einde Studie,EOS_DISCONT_SPEC,"Indien vroegtijdig beëindigd, geef aan welke reden hiervoor het meest van toepassing is:",radio,"1,
2,
3,
4,
5,
6,
7,
8","Schending van één of meer van de in- of exclusiecriteria,
Adverse event (AE),
Patiënt is overleden,
Patiënt is lost to follow up,
Patiënt heeft Informed Consent ingetrokken,
Besluit van onderzoeker en/of arts,
Gehele studie is vroegtijdig stopgezet,
Andere reden",,"6.End of Study | Einde Studie |  | EOS_DISCONT_SPEC | Indien vroegtijdig beëindigd, geef aan welke reden hiervoor het meest van toepassing is: | radio | 1,
2,
3,
4,
5,
6,
7,
8 | Schending van één of meer van de in- of exclusiecriteria,
Adverse event (AE),
Patiënt is overleden,
Patiënt is lost to follow up,
Patiënt heeft Informed Consent ingetrokken,
Besluit van onderzoeker en/of arts,
Gehele studie is vroegtijdig stopgezet,
Andere reden"
6.End of Study,Einde Studie,EOS_AE_SPEC,Specificeer Adverse Event (AE):,textarea,,,,6.End of Study | Einde Studie |  | EOS_AE_SPEC | Specificeer Adverse Event (AE): | textarea |  | 
6.End of Study,Einde Studie,EOS_DEATH_DT,Datum overlijden,date,,,,6.End of Study | Einde Studie |  | EOS_DEATH_DT | Datum overlijden | date |  | 
6.End of Study,Einde Studie,EOS_DEATH_CAUSE,Primaire doodsoorzaak:,textarea,,,,6.End of Study | Einde Studie |  | EOS_DEATH_CAUSE | Primaire doodsoorzaak: | textarea |  | 
6.End of Study,Einde Studie,EOS_LASTCONTACT_DT,Datum laatste contact met deze patiënt in deze studie:,date,,,,6.End of Study | Einde Studie |  | EOS_LASTCONTACT_DT | Datum laatste contact met deze patiënt in deze studie: | date |  | 
6.End of Study,Einde Studie,EOS_INFCONS_DT,Datum intrekken Informed Consent:,date,,,,6.End of Study | Einde Studie |  | EOS_INFCONS_DT | Datum intrekken Informed Consent: | date |  | 
6.End of Study,Einde Studie,EOS_INFCONS_SPEC,Reden intrekken Informed Consent,textarea,,,,6.End of Study | Einde Studie |  | EOS_INFCONS_SPEC | Reden intrekken Informed Consent | textarea |  | 
6.End of Study,Einde Studie,EOS_DECISION_DT,Datum besluit:,date,,,,6.End of Study | Einde Studie |  | EOS_DECISION_DT | Datum besluit: | date |  | 
6.End of Study,Einde Studie,EOS_DECISION_SPEC,Reden besluit,textarea,,,,6.End of Study | Einde Studie |  | EOS_DECISION_SPEC | Reden besluit | textarea |  | 
6.End of Study,Einde Studie,EOS_OTHER_SPEC,Andere reden,textarea,,,,6.End of Study | Einde Studie |  | EOS_OTHER_SPEC | Andere reden | textarea |  | 
6.End of Study,PI Statement,PIStatemYn,"I declare that all entries in the electronic case report forms (CRFs), including corrections, were made by a trial staff member identified on the ‘sites signature and delegation Log‘ and that the collected data in the electronic case report forms corresponds to a truthful, careful and complete transcription of the source data, which were generated during the study.",radio,"0,
1","Nee,
Ja",,"6.End of Study | PI Statement |  | PIStatemYn | I declare that all entries in the electronic case report forms (CRFs), including corrections, were made by a trial staff member identified on the ‘sites signature and delegation Log‘ and that the collected data in the electronic case report forms corresponds to a truthful, careful and complete transcription of the source data, which were generated during the study. | radio | 0,
1 | Nee,
Ja"
X.Home Visit Package,Anthropometric Measurements (Home),abletostand_1,Is de deelnemer in staat om te staan?,radio,"0,
1","Nee,
Ja",,"X.Home Visit Package | Anthropometric Measurements (Home) |  | abletostand_1 | Is de deelnemer in staat om te staan? | radio | 0,
1 | Nee,
Ja"
X.Home Visit Package,Anthropometric Measurements (Home),visit_self_height_1,"Laatst gemeten lengte. Indien onbekend, vraag naar lengte in paspoort.",numeric,,,,"X.Home Visit Package | Anthropometric Measurements (Home) |  | visit_self_height_1 | Laatst gemeten lengte. Indien onbekend, vraag naar lengte in paspoort. | numeric |  | "
X.Home Visit Package,Anthropometric Measurements (Home),visit_self_weight_1,Laatst gemeten gewicht,numeric,,,,X.Home Visit Package | Anthropometric Measurements (Home) |  | visit_self_weight_1 | Laatst gemeten gewicht | numeric |  | 
X.Home Visit Package,Anthropometric Measurements (Home),visit_self_bmi_1,BMI,calculation,,,,X.Home Visit Package | Anthropometric Measurements (Home) |  | visit_self_bmi_1 | BMI | calculation |  | 
X.Home Visit Package,Anthropometric Measurements (Home),bp_lig_1,Bloedrukmeting (Liggend),numeric,,,,X.Home Visit Package | Anthropometric Measurements (Home) |  | bp_lig_1 | Bloedrukmeting (Liggend) | numeric |  | 
X.Home Visit Package,Anthropometric Measurements (Home),bp_sta_1,Bloeddrukmeting (Staand),numeric,,,,X.Home Visit Package | Anthropometric Measurements (Home) |  | bp_sta_1 | Bloeddrukmeting (Staand) | numeric |  | 
X.Home Visit Package,Anthropometric Measurements (Home),orthostaticsymptoms_home,Is de deelnemer bekend met Posturaal orthostatisch tachycardie syndroom (POTS) of een andere vorm van orthostatische intolerantie of orthostatische hypertensie?,radio,"0,
1","Ja,
Nee",,"X.Home Visit Package | Anthropometric Measurements (Home) |  | orthostaticsymptoms_home | Is de deelnemer bekend met Posturaal orthostatisch tachycardie syndroom (POTS) of een andere vorm van orthostatische intolerantie of orthostatische hypertensie? | radio | 0,
1 | Ja,
Nee"
X.Home Visit Package,Anthropometric Measurements (Home),orthostaticwhich_home,Met welke vorm van orthostatische klachten is de deelnemer gediagnosticeerd?,string,,,,X.Home Visit Package | Anthropometric Measurements (Home) |  | orthostaticwhich_home | Met welke vorm van orthostatische klachten is de deelnemer gediagnosticeerd? | string |  | 
X.Home Visit Package,Beighton Score (Home),visit_stand_1,Kan de deelnemer staan bij de beoordeling?,radio,"0,
1","Nee,
Ja",,"X.Home Visit Package | Beighton Score (Home) |  | visit_stand_1 | Kan de deelnemer staan bij de beoordeling? | radio | 0,
1 | Nee,
Ja"
X.Home Visit Package,Beighton Score (Home),visit_laydown_home,Kan de deelnemer liggen tijdens de beoordeling?,radio,"0,
1","Ja,
Nee",,"X.Home Visit Package | Beighton Score (Home) |  | visit_laydown_home | Kan de deelnemer liggen tijdens de beoordeling? | radio | 0,
1 | Ja,
Nee"
X.Home Visit Package,Beighton Score (Home),hypermobile_home,Is de deelnemer in het verleden gediagnosticeerd met hypermobiliteit?,radio,"0,
1","Ja,
Nee",,"X.Home Visit Package | Beighton Score (Home) |  | hypermobile_home | Is de deelnemer in het verleden gediagnosticeerd met hypermobiliteit? | radio | 0,
1 | Ja,
Nee"
X.Home Visit Package,Beighton Score (Home),trunk__1,"De handpalmen kunnen plat op de grond worden gelegd wanneer het bovenlichaam naar voren is gebogen terwijl de knieën gestrekt blijven. Of, indien de deelnemer zit, kunnen de handen voorbij de tenen worden gelegd, wanneer het bovenlichaam voorover wordt gebogen en de knieën recht blijven.",radio,"0,
1","Nee,
Ja",,"X.Home Visit Package | Beighton Score (Home) |  | trunk__1 | De handpalmen kunnen plat op de grond worden gelegd wanneer het bovenlichaam naar voren is gebogen terwijl de knieën gestrekt blijven. Of, indien de deelnemer zit, kunnen de handen voorbij de tenen worden gelegd, wanneer het bovenlichaam voorover wordt gebogen en de knieën recht blijven. | radio | 0,
1 | Nee,
Ja"
X.Home Visit Package,Beighton Score (Home),trunk02_1,Was dit in het verleden wel mogelijk?,radio,"0,
1,
2","Nee,
Ik weet het niet,
Ja",,"X.Home Visit Package | Beighton Score (Home) |  | trunk02_1 | Was dit in het verleden wel mogelijk? | radio | 0,
1,
2 | Nee,
Ik weet het niet,
Ja"
X.Home Visit Package,Beighton Score (Home),knee_r01_1,Heeft de rechterknie > 10 graden hyperextensie,radio,"0,
1","Nee,
Ja",,"X.Home Visit Package | Beighton Score (Home) |  | knee_r01_1 | Heeft de rechterknie > 10 graden hyperextensie | radio | 0,
1 | Nee,
Ja"
X.Home Visit Package,Beighton Score (Home),knee_r02_1,Was dit in het verleden wel mogelijk?,radio,"0,
1,
2","Nee,
Ik weet het niet,
Ja",,"X.Home Visit Package | Beighton Score (Home) |  | knee_r02_1 | Was dit in het verleden wel mogelijk? | radio | 0,
1,
2 | Nee,
Ik weet het niet,
Ja"
X.Home Visit Package,Beighton Score (Home),knee_l01_1,Heeft de linkerknie > 10 graden hyperextensie,radio,"0,
1","Nee,
Ja",,"X.Home Visit Package | Beighton Score (Home) |  | knee_l01_1 | Heeft de linkerknie > 10 graden hyperextensie | radio | 0,
1 | Nee,
Ja"
X.Home Visit Package,Beighton Score (Home),knee_l02_1,Was dit in het verleden wel mogelijk?,radio,"0,
1,
2","Nee,
Ik weet het niet,
Ja",,"X.Home Visit Package | Beighton Score (Home) |  | knee_l02_1 | Was dit in het verleden wel mogelijk? | radio | 0,
1,
2 | Nee,
Ik weet het niet,
Ja"
X.Home Visit Package,Beighton Score (Home),elbow_r01_1,Heeft de rechter elleboog > 10 graden hyperextensie?,radio,"0,
1","Nee,
Ja",,"X.Home Visit Package | Beighton Score (Home) |  | elbow_r01_1 | Heeft de rechter elleboog > 10 graden hyperextensie? | radio | 0,
1 | Nee,
Ja"
X.Home Visit Package,Beighton Score (Home),elbow_r02_1,Was dit in het verleden wel mogelijk?,radio,"0,
1,
2","Nee,
Ik weet het niet,
Ja",,"X.Home Visit Package | Beighton Score (Home) |  | elbow_r02_1 | Was dit in het verleden wel mogelijk? | radio | 0,
1,
2 | Nee,
Ik weet het niet,
Ja"
X.Home Visit Package,Beighton Score (Home),elbow_l01_1,Heeft de linker elleboog > 10 graden hyperextensie?,radio,"0,
1","Nee,
Ja",,"X.Home Visit Package | Beighton Score (Home) |  | elbow_l01_1 | Heeft de linker elleboog > 10 graden hyperextensie? | radio | 0,
1 | Nee,
Ja"
X.Home Visit Package,Beighton Score (Home),elbow_l02_1,Was dit in het verleden wel mogelijk?,radio,"0,
1,
2","Nee,
Ik weet het niet,
Ja",,"X.Home Visit Package | Beighton Score (Home) |  | elbow_l02_1 | Was dit in het verleden wel mogelijk? | radio | 0,
1,
2 | Nee,
Ik weet het niet,
Ja"
X.Home Visit Package,Beighton Score (Home),thumb_r01_1,Het puntje van de rechter duim kan de onderarm aanraken tijdens maximale duim ventrale flexie van de pols en oppositie van de duim,radio,"0,
1","Nee,
Ja",,"X.Home Visit Package | Beighton Score (Home) |  | thumb_r01_1 | Het puntje van de rechter duim kan de onderarm aanraken tijdens maximale duim ventrale flexie van de pols en oppositie van de duim | radio | 0,
1 | Nee,
Ja"
X.Home Visit Package,Beighton Score (Home),thumb_r02_1,Was dit in het verleden wel mogelijk?,radio,"0,
1,
2","Nee,
Ik weet het niet,
Ja",,"X.Home Visit Package | Beighton Score (Home) |  | thumb_r02_1 | Was dit in het verleden wel mogelijk? | radio | 0,
1,
2 | Nee,
Ik weet het niet,
Ja"
X.Home Visit Package,Beighton Score (Home),thumb_l01_1,Het puntje van de linker duim kan de onderarm aanraken tijdens maximale duim ventrale flexie van de pols en oppositie van de duim,radio,"0,
1","Nee,
Ja",,"X.Home Visit Package | Beighton Score (Home) |  | thumb_l01_1 | Het puntje van de linker duim kan de onderarm aanraken tijdens maximale duim ventrale flexie van de pols en oppositie van de duim | radio | 0,
1 | Nee,
Ja"
X.Home Visit Package,Beighton Score (Home),thumb_l02_1,Was dit in het verleden wel mogelijk?,radio,"0,
1,
2","Nee,
Ik weet het niet,
Ja",,"X.Home Visit Package | Beighton Score (Home) |  | thumb_l02_1 | Was dit in het verleden wel mogelijk? | radio | 0,
1,
2 | Nee,
Ik weet het niet,
Ja"
X.Home Visit Package,Beighton Score (Home),finger_r01_1,"Met de handpalm plat op tafel, > 90 graden passieve extensie in MCP5 (Metacarpophalangeal gewricht van de 5e vinger van de rechter hand).",radio,"0,
1","Nee,
Ja",,"X.Home Visit Package | Beighton Score (Home) |  | finger_r01_1 | Met de handpalm plat op tafel, > 90 graden passieve extensie in MCP5 (Metacarpophalangeal gewricht van de 5e vinger van de rechter hand). | radio | 0,
1 | Nee,
Ja"
X.Home Visit Package,Beighton Score (Home),finger_r02_1,Was dit in het verleden wel mogelijk?,radio,"0,
1,
2","Nee,
Ik weet het niet,
Ja",,"X.Home Visit Package | Beighton Score (Home) |  | finger_r02_1 | Was dit in het verleden wel mogelijk? | radio | 0,
1,
2 | Nee,
Ik weet het niet,
Ja"
X.Home Visit Package,Beighton Score (Home),finger_l01_1,"Met de handpalm plat op tafel, > 90 graden passieve extensie in MCP5 (Metacarpophalangeal gewricht van de 5e vinger van de linker hand).",radio,"0,
1","Nee,
Ja",,"X.Home Visit Package | Beighton Score (Home) |  | finger_l01_1 | Met de handpalm plat op tafel, > 90 graden passieve extensie in MCP5 (Metacarpophalangeal gewricht van de 5e vinger van de linker hand). | radio | 0,
1 | Nee,
Ja"
X.Home Visit Package,Beighton Score (Home),finger_l02_1,Was dit in het verleden wel mogelijk?,radio,"0,
1,
2","Nee,
Ik weet het niet,
Ja",,"X.Home Visit Package | Beighton Score (Home) |  | finger_l02_1 | Was dit in het verleden wel mogelijk? | radio | 0,
1,
2 | Nee,
Ik weet het niet,
Ja"
X.Home Visit Package,Beighton Score (Home),visit_beighton_calculation_1,Beighton calculation,calculation,,,,X.Home Visit Package | Beighton Score (Home) |  | visit_beighton_calculation_1 | Beighton calculation | calculation |  | 
X.Home Visit Package,Bloedafname,checklist_of_blood_samples_grid_1_1. Buizen voor lab analyse - Licht groen_Aantallen,Checklist voor bloedmonsters,dropdown,"0,
1","0,
1",,"X.Home Visit Package | Bloedafname |  | checklist_of_blood_samples_grid_1_1. Buizen voor lab analyse - Licht groen_Aantallen | Checklist voor bloedmonsters | dropdown | 0,
1 | 0,
1"
X.Home Visit Package,Bloedafname,checklist_of_blood_samples_grid_1_2. Buizen voor lab analyse - Paars (klein)_Aantallen,Checklist voor bloedmonsters,dropdown,"0,
1","0,
1",,"X.Home Visit Package | Bloedafname |  | checklist_of_blood_samples_grid_1_2. Buizen voor lab analyse - Paars (klein)_Aantallen | Checklist voor bloedmonsters | dropdown | 0,
1 | 0,
1"
X.Home Visit Package,Bloedafname,checklist_of_blood_samples_grid_1_3. DNA vanuit bloed  - Paars (klein)_Aantallen,Checklist voor bloedmonsters,dropdown,"0,
1","0,
1",,"X.Home Visit Package | Bloedafname |  | checklist_of_blood_samples_grid_1_3. DNA vanuit bloed  - Paars (klein)_Aantallen | Checklist voor bloedmonsters | dropdown | 0,
1 | 0,
1"
X.Home Visit Package,Bloedafname,checklist_of_blood_samples_grid_1_4. Serum (silica clot activator) - Rood_Aantallen,Checklist voor bloedmonsters,dropdown,"0,
1","0,
1",,"X.Home Visit Package | Bloedafname |  | checklist_of_blood_samples_grid_1_4. Serum (silica clot activator) - Rood_Aantallen | Checklist voor bloedmonsters | dropdown | 0,
1 | 0,
1"
X.Home Visit Package,Bloedafname,checklist_of_blood_samples_grid_1_5. EDTA plasma 1 - Paars (groot)_Aantallen,Checklist voor bloedmonsters,dropdown,"0,
1","0,
1",,"X.Home Visit Package | Bloedafname |  | checklist_of_blood_samples_grid_1_5. EDTA plasma 1 - Paars (groot)_Aantallen | Checklist voor bloedmonsters | dropdown | 0,
1 | 0,
1"
